Accession,Geo_Location,Collection_Date
QOI09951,USA: New Mexico,2020-09-04
QOI09963,USA: New Mexico,2020-09-04
QOI09975,USA: New Mexico,2020-09-04
QOI09987,USA: New Mexico,2020-09-03
QOI09999,USA: New Mexico,2020-09-01
QOI10011,USA: New Mexico,2020-09-02
QOI10023,USA: New Mexico,2020-09-03
QOI10035,USA: New Mexico,2020-09-04
QOI10047,USA: New Mexico,2020-08-26
QOI10059,USA: New Mexico,2020-08-26
QOI10071,USA: New Mexico,2020-08-26
QOI10095,USA: New Mexico,2020-08-26
QOI10107,USA: New Mexico,2020-08-26
QOI10119,USA: New Mexico,2020-08-26
QOI10131,USA: New Mexico,2020-08-26
QOI10143,USA: New Mexico,2020-08-26
QOI10155,USA: New Mexico,2020-08-26
QOI10167,USA: New Mexico,2020-08-26
QOI10179,USA: New Mexico,2020-08-26
QOI10191,USA: New Mexico,2020-08-26
QOI10203,USA: New Mexico,2020-08-26
QOI10215,USA: New Mexico,2020-08-26
QOI10239,USA: New Mexico,2020-08-26
QOI10251,USA: New Mexico,2020-08-26
QOI10263,USA: New Mexico,2020-08-25
QOI10275,USA: New Mexico,2020-08-25
QOI10287,USA: New Mexico,2020-08-20
QOI10299,USA: New Mexico,2020-08-25
QOI10311,USA: New Mexico,2020-08-26
QOI10335,USA: New Mexico,2020-08-25
QOI10347,USA: New Mexico,2020-08-25
QOI10359,USA: New Mexico,2020-08-25
QOI10371,USA: New Mexico,2020-08-26
QOI10419,USA: New Mexico,2020-08-27
QOF07709,USA: AL,2020-03-23
QOF07721,USA: AL,2020-03-23
QOF07733,USA: AR,2020-03-23
QOF07745,USA: AZ,2020-03-19
QOF07757,USA: CA,2020-03-20
QOF07769,USA: CA,2020-03-21
QOF07781,USA: CA,2020-03-21
QOF07793,USA: CA,2020-03-20
QOF07805,USA: CA,2020-03-20
QOF07817,USA: CA,2020-03-20
QOF07829,USA: CA,2020-03-20
QOF07841,USA: FL,2020-03-17
QOF07853,USA: FL,2020-03-18
QOF07865,USA: FL,2020-03-19
QOF07877,USA: IL,2020-03-19
QOF07889,USA: IL,2020-03-19
QOF07913,USA: IL,2020-03-18
QOF07937,USA: IL,2020-03-19
QOF07949,USA: MI,2020-03-17
QOF07961,USA: MI,2020-03-17
QOF07973,USA: MI,2020-03-21
QOF07985,USA: MI,2020-03-20
QOF07997,USA: MI,2020-03-21
QOF08009,USA: MI,2020-03-21
QOF08021,USA: MI,2020-03-21
QOF08033,USA: MI,2020-03-21
QOF08045,USA: MI,2020-03-21
QOF08057,USA: MI,2020-03-21
QOF08069,USA: MI,2020-03-21
QOF08081,USA: MI,2020-03-21
QOF08093,USA: MI,2020-03-22
QOF08105,USA: MI,2020-03-22
QOF08117,USA: MI,2020-03-22
QOF08129,USA: MI,2020-03-21
QOF08141,USA: MI,2020-03-22
QOF08153,USA: MI,2020-03-21
QOF08165,USA: MI,2020-03-22
QOF08177,USA: MI,2020-03-21
QOF08189,USA: MI,2020-03-22
QOF08201,USA: MI,2020-03-22
QOF08213,USA: MI,2020-03-22
QOF08225,USA: MI,2020-03-22
QOF08237,USA: MI,2020-03-22
QOF08249,USA: MI,2020-03-22
QOF08261,USA: MI,2020-03-21
QOF08273,USA: MI,2020-03-21
QOF08285,USA: MI,2020-03-21
QOF08297,USA: MI,2020-03-22
QOF08309,USA: MI,2020-03-21
QOF08321,USA: MI,2020-03-22
QOF08333,USA: MI,2020-03-21
QOF08345,USA: MI,2020-03-22
QOF08357,USA: MI,2020-03-23
QOF08369,USA: MI,2020-03-22
QOF08381,USA: MI,2020-03-20
QOF08393,USA: MI,2020-03-22
QOF08405,USA: MI,2020-03-22
QOF08417,USA: MI,2020-03-22
QOF08429,USA: MI,2020-03-22
QOF08441,USA: MI,2020-03-19
QOF08453,USA: MI,2020-03-18
QOF08465,USA: MI,2020-03-23
QOF08477,USA: MI,2020-03-23
QOF08489,USA: MI,2020-03-23
QOF08501,USA: MI,2020-03-22
QOF08513,USA: MI,2020-03-23
QOF08525,USA: MI,2020-03-22
QOF08537,USA: MI,2020-03-22
QOF08561,USA: MI,2020-03-22
QOF08573,USA: MI,2020-03-22
QOF08585,USA: MI,2020-03-23
QOF08597,USA: MI,2020-03-23
QOF08609,USA: MI,2020-03-23
QOF08621,USA: MI,2020-03-23
QOF08633,USA: MI,2020-03-22
QOF08645,USA: MI,2020-03-23
QOF08657,USA: MI,2020-03-23
QOF08669,USA: MI,2020-03-23
QOF08681,USA: MI,2020-03-23
QOF08693,USA: MI,2020-03-23
QOF08705,USA: MI,2020-03-22
QOF08717,USA: MI,2020-03-23
QOF08729,USA: MI,2020-03-23
QOF08741,USA: MI,2020-03-22
QOF08753,USA: MI,2020-03-23
QOF08765,USA: MI,2020-03-23
QOF08777,USA: MI,2020-03-23
QOF08789,USA: MI,2020-03-22
QOF08801,USA: MI,2020-03-23
QOF08813,USA: MI,2020-03-23
QOF08825,USA: MI,2020-03-23
QOF08837,USA: MI,2020-03-23
QOF08849,USA: MI,2020-03-23
QOF08861,USA: MI,2020-03-23
QOF08873,USA: MI,2020-03-23
QOF08885,USA: MI,2020-03-23
QOF08897,USA: MI,2020-03-23
QOF08909,USA: MI,2020-03-23
QOF08921,USA: MI,2020-03-23
QOF08933,USA: MI,2020-03-23
QOF08945,USA: MI,2020-03-24
QOF08957,USA: MI,2020-03-23
QOF08969,USA: MI,2020-03-22
QOF08981,USA: MI,2020-03-24
QOF08993,USA: MI,2020-03-24
QOF09005,USA: MI,2020-03-24
QOF09017,USA: MI,2020-03-24
QOF09029,USA: MI,2020-03-23
QOF09041,USA: MI,2020-03-20
QOF09053,USA: MI,2020-03-23
QOF09065,USA: MI,2020-03-23
QOF09077,USA: MI,2020-03-23
QOF09089,USA: MI,2020-03-24
QOF09101,USA: MI,2020-03-24
QOF09125,USA: MI,2020-03-22
QOF09137,USA: MI,2020-03-24
QOF09149,USA: MI,2020-03-24
QOF09161,USA: MI,2020-03-24
QOF09173,USA: MI,2020-03-24
QOF09185,USA: MI,2020-03-24
QOF09197,USA: MI,2020-03-24
QOF09209,USA: MI,2020-03-24
QOF09221,USA: MI,2020-03-24
QOF09233,USA: MI,2020-03-24
QOF09245,USA: MI,2020-03-23
QOF09257,USA: MI,2020-03-23
QOF09269,USA: MI,2020-03-24
QOF09281,USA: MI,2020-03-24
QOF09293,USA: MI,2020-03-24
QOF09305,USA: TX,2020-03-18
QOF09317,USA: TX,2020-03-18
QOF09329,USA: TX,2020-03-23
QOF09341,USA: WA,2020-03-18
QOF09353,USA: WA,2020-03-20
QOF09365,USA: WA,2020-03-20
QOF09377,USA: AL,2020-03-22
QOF09389,USA: CA,2020-03-18
QOF09401,USA: CA,2020-03-16
QOF09413,USA: CA,2020-03-21
QOF09425,USA: CA,2020-03-20
QOF09437,USA: CA,2020-03-20
QOF09449,USA: CA,2020-03-22
QOF09461,USA: CA,2020-03-21
QOF09473,USA: CA,2020-03-21
QOF09485,USA: CA,2020-03-22
QOF09497,USA: CA,2020-03-21
QOF09509,USA: CA,2020-03-22
QOF09521,USA: CA,2020-03-21
QOF09533,USA: CA,2020-03-22
QOF09545,USA: CA,2020-03-22
QOF09557,USA: CA,2020-03-21
QOF09569,USA: CA,2020-03-21
QOF09581,USA: CA,2020-03-21
QOF09605,USA: CA,2020-03-22
QOF09617,USA: CA,2020-03-23
QOF09629,USA: CA,2020-03-27
QOF09641,USA: CA,2020-03-26
QOF09653,USA: CT,2020-03-17
QOF09665,USA: CT,2020-03-17
QOF09677,USA: CT,2020-03-17
QOF09689,USA: CT,2020-03-17
QOF09701,USA: FL,2020-03-17
QOF09713,USA: HI,2020-03-17
QOF09725,USA: HI,2020-03-16
QOF09737,USA: HI,2020-03-18
QOF09749,USA: IL,2020-03-17
QOF09761,USA: LA,2020-03-17
QOF09773,USA: LA,2020-03-18
QOF09785,USA: MI,2020-03-21
QOF09797,USA: MI,2020-03-21
QOF09809,USA: MI,2020-03-21
QOF09821,USA: MI,2020-03-22
QOF09833,USA: MI,2020-03-21
QOF09845,USA: MI,2020-03-22
QOF09857,USA: MI,2020-03-22
QOF09869,USA: MI,2020-03-23
QOF09893,USA: MI,2020-03-22
QOF09905,USA: MI,2020-03-22
QOF09917,USA: MI,2020-03-22
QOF09929,USA: MI,2020-03-22
QOF09941,USA: MI,2020-03-23
QOF09953,USA: MI,2020-03-23
QOF09965,USA: MI,2020-03-22
QOF09977,USA: MI,2020-03-23
QOF09989,USA: MI,2020-03-23
QOF10001,USA: MI,2020-03-21
QOF10013,USA: MI,2020-03-23
QOF10025,USA: MI,2020-03-23
QOF10037,USA: MI,2020-03-23
QOF10049,USA: MI,2020-03-23
QOF10061,USA: MI,2020-03-23
QOF10073,USA: MI,2020-03-24
QOF10085,USA: MI,2020-03-24
QOF10097,USA: MI,2020-03-24
QOF10109,USA: MI,2020-03-23
QOF10121,USA: MI,2020-03-23
QOF10133,USA: MI,2020-03-23
QOF10145,USA: MI,2020-03-23
QOF10157,USA: MI,2020-03-23
QOF10169,USA: MI,2020-03-23
QOF10181,USA: MI,2020-03-23
QOF10193,USA: MI,2020-03-23
QOF10205,USA: MI,2020-03-23
QOF10217,USA: MI,2020-03-23
QOF10229,USA: MI,2020-03-23
QOF10241,USA: MI,2020-03-23
QOF10253,USA: MI,2020-03-23
QOF10265,USA: MI,2020-03-23
QOF10277,USA: MI,2020-03-23
QOF10289,USA: MI,2020-03-24
QOF10301,USA: MI,2020-03-24
QOF10313,USA: MI,2020-03-22
QOF10325,USA: MI,2020-03-24
QOF10337,USA: MI,2020-03-24
QOF10349,USA: MI,2020-03-24
QOF10361,USA: MI,2020-03-24
QOF10385,USA: MI,2020-03-22
QOF10397,USA: MI,2020-03-23
QOF10409,USA: MI,2020-03-24
QOF10433,USA: MI,2020-03-22
QOF10445,USA: MI,2020-03-22
QOF10457,USA: MI,2020-03-24
QOF10469,USA: MI,2020-03-24
QOF10481,USA: MI,2020-03-26
QOF10493,USA: NV,2020-03-18
QOF10505,USA: NV,2020-03-18
QOF10517,USA: NV,2020-03-18
QOF10529,USA: NV,2020-03-18
QOF10553,USA: OK,2020-03-18
QOF10577,USA: TX,2020-03-18
QOF10589,USA: TX,2020-03-18
QOF10601,USA: TX,2020-03-19
QOF10613,USA: WI,2020-03-19
QOF10625,USA: WI,2020-03-18
QOF10637,USA: WI,2020-03-20
QOF10661,USA: AR,2020-03-18
QOF10673,USA: AZ,2020-03-17
QOF10685,USA: AZ,2020-03-18
QOF10697,USA: AZ,2020-03-18
QOF10709,USA: AZ,2020-03-17
QOF10721,USA: AZ,2020-03-18
QOF10733,USA: CA,2020-03-18
QOF10745,USA: CA,2020-03-19
QOF10757,USA: CA,2020-03-18
QOF10769,USA: CA,2020-03-20
QOF10781,USA: CA,2020-03-19
QOF10793,USA: CA,2020-03-19
QOF10805,USA: CA,2020-03-19
QOF10817,USA: CA,2020-03-19
QOF10829,USA: CA,2020-03-19
QOF10841,USA: CA,2020-03-19
QOF10853,USA: CA,2020-03-19
QOF10865,USA: CA,2020-03-19
QOF10877,USA: CA,2020-03-19
QOF10889,USA: CA,2020-03-19
QOF10913,USA: CA,2020-03-22
QOF10925,USA: CA,2020-03-24
QOF10937,USA: CA,2020-03-24
QOF10949,USA: FL,2020-03-18
QOF10961,USA: GA,2020-03-17
QOF10973,USA: GA,2020-03-18
QOF10985,USA: GA,2020-03-17
QOF10997,USA: GA,2020-03-16
QOF11009,USA: GA,2020-03-18
QOF11021,USA: GA,2020-03-18
QOF11033,USA: GA,2020-03-17
QOF11045,USA: GA,2020-03-18
QOF11057,USA: GA,2020-03-18
QOF11069,USA: GA,2020-03-17
QOF11105,USA: ID,2020-03-18
QOF11117,USA: ID,2020-03-18
QOF11129,USA: ID,2020-03-18
QOF11141,USA: ID,2020-03-18
QOF11153,USA: ID,2020-03-18
QOF11165,USA: ID,2020-03-18
QOF11177,USA: ID,2020-03-18
QOF11189,USA: ID,2020-03-18
QOF11201,USA: KS,2020-03-18
QOF11213,USA: LA,2020-03-19
QOF11225,USA: MA,2020-03-17
QOF11237,USA: ME,2020-03-17
QOF11249,USA: ME,2020-03-18
QOF11261,USA: MI,2020-03-16
QOF11273,USA: MI,2020-03-18
QOF11285,USA: MI,2020-03-17
QOF11297,USA: MI,2020-03-16
QOF11309,USA: MI,2020-03-17
QOF11321,USA: MI,2020-03-17
QOF11333,USA: MI,2020-03-16
QOF11345,USA: MI,2020-03-16
QOF11357,USA: MI,2020-03-19
QOF11369,USA: MI,2020-03-17
QOF11381,USA: MI,2020-03-17
QOF11393,USA: MI,2020-03-19
QOF11405,USA: MI,2020-03-18
QOF11417,USA: MI,2020-03-18
QOF11429,USA: MI,2020-03-19
QOF11441,USA: MI,2020-03-17
QOF11453,USA: MI,2020-03-18
QOF11465,USA: MI,2020-03-17
QOF11477,USA: MI,2020-03-18
QOF11489,USA: MI,2020-03-19
QOF11501,USA: MI,2020-03-18
QOF11513,USA: MI,2020-03-18
QOF11525,USA: MI,2020-03-18
QOF11537,USA: MI,2020-03-19
QOF11549,USA: MI,2020-03-19
QOF11561,USA: MI,2020-03-19
QOF11573,USA: MI,2020-03-19
QOF11585,USA: MI,2020-03-19
QOF11597,USA: MI,2020-03-18
QOF11609,USA: MI,2020-03-18
QOF11621,USA: MI,2020-03-18
QOF11633,USA: MI,2020-03-18
QOF11645,USA: MI,2020-03-18
QOF11657,USA: MI,2020-03-18
QOF11669,USA: MI,2020-03-18
QOF11681,USA: MI,2020-03-17
QOF11693,USA: MI,2020-03-18
QOF11705,USA: MI,2020-03-17
QOF11717,USA: MI,2020-03-17
QOF11729,USA: MI,2020-03-18
QOF11741,USA: MI,2020-03-19
QOF11753,USA: MI,2020-03-18
QOF11765,USA: MI,2020-03-17
QOF11777,USA: MI,2020-03-19
QOF11789,USA: MI,2020-03-17
QOF11801,USA: MI,2020-03-18
QOF11813,USA: MI,2020-03-17
QOF11825,USA: MI,2020-03-18
QOF11837,USA: MI,2020-03-18
QOF11849,USA: MI,2020-03-17
QOF11861,USA: MI,2020-03-18
QOF11873,USA: MI,2020-03-18
QOF11885,USA: MI,2020-03-17
QOF11897,USA: MI,2020-03-17
QOF11909,USA: MI,2020-03-17
QOF11921,USA: MI,2020-03-18
QOF11933,USA: MI,2020-03-18
QOF11945,USA: MI,2020-03-18
QOF11957,USA: MI,2020-03-18
QOF11969,USA: MI,2020-03-17
QOF11981,USA: MI,2020-03-19
QOF11993,USA: MI,2020-03-19
QOF12005,USA: MI,2020-03-19
QOF12017,USA: MI,2020-03-19
QOF12029,USA: MI,2020-03-17
QOF12041,USA: MI,2020-03-18
QOF12053,USA: MI,2020-03-20
QOF12065,USA: MI,2020-03-19
QOF12077,USA: MI,2020-03-20
QOF12089,USA: MO,2020-03-18
QOF12101,USA: MO,2020-03-18
QOF12113,USA: MO,2020-03-18
QOF12137,USA: MO,2020-03-18
QOF12149,USA: MO,2020-03-18
QOF12161,USA: MO,2020-03-18
QOF12185,USA: NH,2020-03-18
QOF12197,USA: NV,2020-03-18
QOF12209,USA: NV,2020-03-18
QOF12221,USA: NV,2020-03-18
QOF12233,USA: NV,2020-03-18
QOF12245,USA: NV,2020-03-18
QOF12269,USA: NV,2020-03-18
QOF12281,USA: TX,2020-03-27
QOF12293,USA: WA,2020-03-18
QOF12305,USA: WA,2020-03-18
QOF12329,USA: WA,2020-03-18
QOF12353,USA: WA,2020-03-18
QOF12365,USA: WA,2020-03-18
QOF12377,USA: WA,2020-03-18
QOF12389,USA: WA,2020-03-18
QOF12401,USA: WI,2020-03-18
QOF12425,USA: AR,2020-03-18
QOF12437,USA: CA,2020-03-19
QOF12449,USA: CA,2020-03-20
QOF12461,USA: CA,2020-03-20
QOF12473,USA: CA,2020-03-20
QOF12485,USA: CA,2020-03-20
QOF12497,USA: CA,2020-03-20
QOF12509,USA: CA,2020-03-20
QOF12521,USA: CA,2020-03-20
QOF12533,USA: CA,2020-03-20
QOF12545,USA: CA,2020-03-20
QOF12569,USA: CA,2020-03-20
QOF12593,USA: CA,2020-03-20
QOF12605,USA: CO,2020-03-18
QOF12617,USA: CO,2020-03-18
QOF12629,USA: CO,2020-03-18
QOF12641,USA: CO,2020-03-17
QOF12653,USA: CO,2020-03-18
QOF12665,USA: GA,2020-03-17
QOF12677,USA: ID,2020-03-16
QOF12689,USA: ID,2020-03-18
QOF12701,USA: ID,2020-03-18
QOF12725,USA: IL,2020-03-18
QOF12737,USA: IL,2020-03-18
QOF12749,USA: IL,2020-03-18
QOF12761,USA: ME,2020-03-17
QOF12773,USA: MI,2020-03-17
QOF12785,USA: MI,2020-03-19
QOF12797,USA: MI,2020-03-18
QOF12809,USA: MI,2020-03-20
QOF12821,USA: MI,2020-03-20
QOF12833,USA: MI,2020-03-20
QOF12845,USA: MI,2020-03-20
QOF12857,USA: MI,2020-03-21
QOF12869,USA: MI,2020-03-20
QOF12881,USA: MI,2020-03-20
QOF12893,USA: MI,2020-03-21
QOF12905,USA: MI,2020-03-22
QOF12917,USA: MI,2020-03-20
QOF12929,USA: MI,2020-03-20
QOF12941,USA: MI,2020-03-21
QOF12953,USA: MI,2020-03-20
QOF12965,USA: MI,2020-03-22
QOF12977,USA: MI,2020-03-21
QOF12989,USA: MI,2020-03-20
QOF13001,USA: MI,2020-03-20
QOF13013,USA: MI,2020-03-21
QOF13025,USA: MI,2020-03-19
QOF13037,USA: MI,2020-03-21
QOF13049,USA: MI,2020-03-21
QOF13061,USA: MI,2020-03-21
QOF13073,USA: MI,2020-03-21
QOF13085,USA: MI,2020-03-21
QOF13097,USA: MI,2020-03-21
QOF13109,USA: MI,2020-03-22
QOF13121,USA: MI,2020-03-20
QOF13133,USA: MI,2020-03-21
QOF13145,USA: MI,2020-03-20
QOF13169,USA: MI,2020-03-22
QOF13181,USA: MI,2020-03-21
QOF13193,USA: MO,2020-03-18
QOF13205,USA: MO,2020-03-18
QOF13229,USA: MO,2020-03-18
QOF13241,USA: MO,2020-03-18
QOF13253,USA: TX,2020-03-18
QOF13265,USA: TX,2020-03-18
QOF13277,USA: TX,2020-03-18
QOF13289,USA: TX,2020-03-18
QOF13301,USA: TX,2020-03-18
QOF13325,USA: CA,2020-03-20
QOF13349,USA: CA,2020-03-20
QOF13361,USA: CA,2020-03-21
QOF13373,USA: CA,2020-03-21
QOF13385,USA: CA,2020-03-21
QOF13397,USA: CA,2020-03-23
QOF13409,USA: CA,2020-03-22
QOF13421,USA: CA,2020-03-22
QOF13433,USA: CA,2020-03-23
QOF13445,USA: CA,2020-03-22
QOF13457,USA: CA,2020-03-21
QOF13469,USA: CA,2020-03-21
QOF13481,USA: CA,2020-03-23
QOF13493,USA: CA,2020-03-22
QOF13505,USA: CA,2020-03-23
QOF13517,USA: CA,2020-03-23
QOF13529,USA: CA,2020-03-23
QOF13541,USA: CA,2020-03-23
QOF13553,USA: CA,2020-03-23
QOF13565,USA: CA,2020-03-23
QOF13577,USA: CA,2020-03-23
QOF13589,USA: CA,2020-03-23
QOF13601,USA: CA,2020-03-23
QOF13613,USA: CA,2020-03-23
QOF13625,USA: CT,2020-03-18
QOF13637,USA: CT,2020-03-18
QOF13649,USA: CT,2020-03-18
QOF13661,USA: CT,2020-03-18
QOF13685,USA: CT,2020-03-18
QOF13697,USA: CT,2020-03-18
QOF13709,USA: CT,2020-03-18
QOF13721,USA: CT,2020-03-18
QOF13733,USA: CT,2020-03-18
QOF13745,USA: FL,2020-03-19
QOF13757,USA: FL,2020-03-21
QOF13769,USA: FL,2020-03-21
QOF13781,USA: FL,2020-03-21
QOF13793,USA: FL,2020-03-21
QOF13817,USA: FL,2020-03-21
QOF13829,USA: FL,2020-03-21
QOF13841,USA: HI,2020-03-19
QOF13853,USA: HI,2020-03-18
QOF13865,USA: LA,2020-03-18
QOF13877,USA: LA,2020-03-17
QOF13889,USA: LA,2020-03-17
QOF13901,USA: MI,2020-03-18
QOF13913,USA: MI,2020-03-19
QOF13925,USA: MI,2020-03-19
QOF13949,USA: MI,2020-03-20
QOF13961,USA: MI,2020-03-23
QOF13985,USA: MI,2020-03-22
QOF13997,USA: MI,2020-03-22
QOF14009,USA: MI,2020-03-22
QOF14021,USA: MI,2020-03-22
QOF14033,USA: MI,2020-03-22
QOF14045,USA: MI,2020-03-23
QOF14057,USA: MN,2020-03-17
QOF14069,USA: MN,2020-03-18
QOF14081,USA: MN,2020-03-19
QOF14093,USA: MN,2020-03-17
QOF14105,USA: NV,2020-03-20
QOF14117,USA: NY,2020-03-22
QOF14129,USA: OK,2020-03-17
QOF14141,USA: OK,2020-03-16
QOF14153,USA: OK,2020-03-18
QOF14165,USA: OK,2020-03-18
QOF14177,USA: OK,2020-03-18
QOF14189,USA: OK,2020-03-18
QOF14213,USA: TX,2020-03-19
QOF14225,USA: TX,2020-03-19
QOF14237,USA: TX,2020-03-19
QOF14249,USA: WA,2020-03-21
QOF14261,USA: WA,2020-03-20
QOF14285,USA: WI,2020-03-19
QOF14297,USA: WI,2020-03-16
QOF14309,USA: WI,2020-03-19
QOF14321,USA: WI,2020-03-18
QOF14333,USA: WI,2020-03-16
QOF14345,USA: WI,2020-03-19
QOF14357,USA: WI,2020-03-20
QOF14369,USA: WI,2020-03-19
QOF14381,USA: AL,2020-03-23
QOF14393,USA: CA,2020-03-16
QOF14405,USA: CA,2020-03-23
QOF14417,USA: CA,2020-03-23
QOF14429,USA: CA,2020-03-22
QOF14441,USA: CA,2020-03-23
QOF14453,USA: CA,2020-03-23
QOF14465,USA: CA,2020-03-23
QOF14477,USA: CA,2020-03-23
QOF14489,USA: CA,2020-03-23
QOF14501,USA: CA,2020-03-24
QOF14513,USA: CA,2020-03-24
QOF14525,USA: CA,2020-03-23
QOF14537,USA: CA,2020-03-23
QOF14549,USA: CA,2020-03-23
QOF14561,USA: CA,2020-03-23
QOF14573,USA: CA,2020-03-24
QOF14597,USA: CA,2020-03-24
QOF14609,USA: CA,2020-03-24
QOF14621,USA: CO,2020-03-16
QOF14633,USA: FL,2020-03-21
QOF14645,USA: FL,2020-03-21
QOF14657,USA: FL,2020-03-21
QOF14669,USA: FL,2020-03-22
QOF14681,USA: FL,2020-03-22
QOF14693,USA: FL,2020-03-22
QOF14705,USA: ID,2020-03-22
QOF14717,USA: IL,2020-03-14
QOF14729,USA: IL,2020-03-14
QOF14741,USA: IN,2020-03-16
QOF14753,USA: LA,2020-03-15
QOF14765,USA: LA,2020-03-15
QOF14777,USA: MI,2020-03-14
QOF14789,USA: MI,2020-03-18
QOF14801,USA: MI,2020-03-18
QOF14813,USA: MI,2020-03-18
QOF14825,USA: MI,2020-03-18
QOF14837,USA: MI,2020-03-18
QOF14849,USA: MI,2020-03-18
QOF14861,USA: MI,2020-03-19
QOF14873,USA: MI,2020-03-19
QOF14885,USA: MI,2020-03-18
QOF14897,USA: MI,2020-03-19
QOF14909,USA: MI,2020-03-19
QOF14921,USA: MI,2020-03-19
QOF14933,USA: MI,2020-03-19
QOF14945,USA: MI,2020-03-19
QOF14957,USA: MI,2020-03-19
QOF14969,USA: MI,2020-03-19
QOF14981,USA: MI,2020-03-19
QOF14993,USA: MI,2020-03-19
QOF15005,USA: MI,2020-03-19
QOF15017,USA: MI,2020-03-19
QOF15029,USA: MI,2020-03-20
QOF15041,USA: MI,2020-03-20
QOF15053,USA: MI,2020-03-22
QOF15065,USA: MI,2020-03-21
QOF15077,USA: MI,2020-03-22
QOF15089,USA: MI,2020-03-22
QOF15101,USA: MI,2020-03-22
QOF15113,USA: MI,2020-03-22
QOF15125,USA: MI,2020-03-22
QOF15137,USA: MI,2020-03-22
QOF15149,USA: MI,2020-03-22
QOF15161,USA: MI,2020-03-20
QOF15173,USA: MI,2020-03-22
QOF15185,USA: MI,2020-03-22
QOF15197,USA: MI,2020-03-23
QOF15221,USA: NJ,2020-03-16
QOF15233,USA: NJ,2020-03-16
QOF15245,USA: NJ,2020-03-16
QOF15257,USA: NJ,2020-03-16
QOF15269,USA: NJ,2020-03-16
QOF15281,USA: NY,2020-03-16
QOF15293,USA: NY,2020-03-17
QOF15305,USA: NY,2020-03-17
QOF15317,USA: NY,2020-03-17
QOF15329,USA: NY,2020-03-17
QOF15341,USA: NY,2020-03-17
QOF15353,USA: NY,2020-03-17
QOF15365,USA: NY,2020-03-16
QOF15377,USA: NY,2020-03-16
QOF15389,USA: NY,2020-03-17
QOF15401,USA: NY,2020-03-17
QOF15413,USA: NY,2020-03-17
QOF15425,USA: NY,2020-03-16
QOF15437,USA: NY,2020-03-16
QOF15449,USA: NY,2020-03-16
QOF15461,USA: NY,2020-03-16
QOF15473,USA: NY,2020-03-16
QOF15485,USA: NY,2020-03-16
QOF15497,USA: NY,2020-03-16
QOF15509,USA: NY,2020-03-17
QOF15521,USA: NY,2020-03-17
QOF15533,USA: NY,2020-03-17
QOF15545,USA: NY,2020-03-16
QOF15557,USA: NY,2020-03-16
QOF15569,USA: NY,2020-03-17
QOF15581,USA: NY,2020-03-17
QOF15593,USA: NY,2020-03-16
QOF15605,USA: NY,2020-03-16
QOF15617,USA: NY,2020-03-16
QOF15629,USA: NY,2020-03-16
QOF15641,USA: NY,2020-03-16
QOF15653,USA: NY,2020-03-16
QOF15665,USA: NY,2020-03-17
QOF15677,USA: NY,2020-03-17
QOF15689,USA: NY,2020-03-16
QOF15701,USA: NY,2020-03-16
QOF15713,USA: NY,2020-03-16
QOF15725,USA: NY,2020-03-17
QOF15749,USA: OH,2020-03-23
QOF15761,USA: TX,2020-03-16
QOF15773,USA: TX,2020-03-16
QOF15785,USA: TX,2020-03-16
QOF15809,USA: WA,2020-03-21
QOF15821,USA: AZ,2020-03-17
QOF15845,USA: CA,2020-03-16
QOF15857,USA: CA,2020-03-16
QOF15869,USA: CA,2020-03-17
QOF15881,USA: CA,2020-03-17
QOF15893,USA: CA,2020-03-17
QOF15905,USA: CA,2020-03-16
QOF15917,USA: CA,2020-03-17
QOF15929,USA: CA,2020-03-16
QOF15941,USA: CA,2020-03-17
QOF15953,USA: CA,2020-03-17
QOF15965,USA: CA,2020-03-18
QOF15977,USA: CA,2020-03-17
QOF15989,USA: CA,2020-03-17
QOF16001,USA: CA,2020-03-17
QOF16013,USA: CA,2020-03-17
QOF16025,USA: CA,2020-03-17
QOF16037,USA: CA,2020-03-17
QOF16049,USA: CA,2020-03-17
QOF16061,USA: CA,2020-03-16
QOF16073,USA: CA,2020-03-17
QOF16085,USA: CA,2020-03-18
QOF16097,USA: CA,2020-03-17
QOF16109,USA: CO,2020-03-17
QOF16121,USA: IN,2020-03-16
QOF16133,USA: IN,2020-03-16
QOF16145,USA: IN,2020-03-17
QOF16157,USA: IN,2020-03-16
QOF16169,USA: IN,2020-03-16
QOF16181,USA: MI,2020-03-16
QOF16193,USA: MI,2020-03-17
QOF16205,USA: MI,2020-03-17
QOF16217,USA: MI,2020-03-17
QOF16229,USA: MI,2020-03-16
QOF16241,USA: MN,2020-03-13
QOF16253,USA: MN,2020-03-15
QOF16265,USA: MN,2020-03-14
QOF16277,USA: MN,2020-03-14
QOF16289,USA: MN,2020-03-15
QOF16301,USA: MN,2020-03-15
QOF16313,USA: MN,2020-03-16
QOF16325,USA: MN,2020-03-15
QOF16337,USA: MN,2020-03-15
QOF16349,USA: MN,2020-03-14
QOF16361,USA: MN,2020-03-14
QOF16373,USA: MN,2020-03-15
QOF16385,USA: MN,2020-03-16
QOF16397,USA: MN,2020-03-16
QOF16409,USA: MN,2020-03-14
QOF16421,USA: MN,2020-03-13
QOF16433,USA: MN,2020-03-15
QOF16445,USA: MN,2020-03-13
QOF16457,USA: MN,2020-03-14
QOF16469,USA: MN,2020-03-15
QOF16493,USA: MN,2020-03-15
QOF16505,USA: MN,2020-03-15
